bm25,concentration difficulty,0.01184,0.0741,0.12071,0.325,0.2575,0.05975,0.02305,0.18262,0.42376,0.32479,0.27369,0.37335
bm25,guilty feelings,0.01433,0.12638,0.21383,0.325,0.405,0.093,0.02278,0.28393,0.65151,0.33985,0.3848,0.53571
bm25,pessimism,0.0064,0.03252,0.07851,0.375,0.2625,0.10325,0.01154,0.08077,0.31769,0.38323,0.28123,0.29614
bm25,sadness,0.01206,0.05604,0.13043,0.5,0.3675,0.1435,0.01574,0.11567,0.45167,0.55224,0.40163,0.42098
bm25,suicidal thoughts or wishes,0.00671,0.06027,0.18663,0.4,0.4425,0.15725,0.01148,0.12685,0.4509,0.39689,0.43619,0.43983
bm25,changes in appetite,0.00969,0.04346,0.08213,0.38571,0.26429,0.07629,0.01723,0.11807,0.34078,0.378,0.28158,0.31665
bm25,loss of interest,0.00924,0.03212,0.06383,0.25,0.155,0.06575,0.01492,0.09249,0.39201,0.29594,0.18325,0.31969
bm25,indecisiveness,0.02282,0.06611,0.11757,0.45,0.25,0.07075,0.03203,0.17776,0.50275,0.42521,0.26631,0.41623
bm25,loss of energy,0.01769,0.1167,0.23263,0.475,0.485,0.1255,0.02331,0.23807,0.61611,0.54266,0.49213,0.55981
bm25,self-criticalness,0.01365,0.06196,0.09915,0.325,0.26,0.072,0.01868,0.14943,0.41379,0.3891,0.2872,0.36573
bm25,agitation,0.00352,0.01267,0.02623,0.15,0.1025,0.0365,0.00974,0.06664,0.23736,0.14513,0.11079,0.1935
bm25,past failure,0.00917,0.0367,0.06677,0.425,0.24,0.0875,0.01417,0.08,0.29167,0.38481,0.25976,0.27134
bm25,crying,0.0021,0.02048,0.16212,0.2,0.2,0.205,0.00625,0.0625,0.64062,0.18226,0.20265,0.51542
bm25,changes in sleeping pattern,0.0045,0.03536,0.1323,0.32857,0.30429,0.171,0.00939,0.08694,0.48857,0.267,0.30037,0.42397
bm25,self-dislike,0.01222,0.04259,0.12716,0.425,0.255,0.15075,0.01476,0.0886,0.52379,0.50579,0.30887,0.45446
bm25,loss of interest in sex,0.0035,0.03174,0.12897,0.175,0.21,0.11,0.01109,0.1331,0.69732,0.16735,0.20481,0.51023
bm25,irritability,0.00637,0.02321,0.0601,0.2,0.125,0.06475,0.01292,0.08078,0.41842,0.20169,0.14757,0.32456
bm25,punishment feelings,0.05614,0.11008,0.14003,0.35,0.1725,0.035,0.07,0.345,0.7,0.39936,0.32819,0.49254
bm25,worthlessness,0.02481,0.12159,0.15837,0.475,0.29,0.0625,0.03299,0.20139,0.43403,0.49785,0.33357,0.4027
bm25,loss of pleasure,0.02595,0.10254,0.21818,0.65,0.405,0.1365,0.03191,0.19874,0.66998,0.7119,0.45126,0.5909
bm25,tiredness or fatigue,0.00059,0.00828,0.04011,0.075,0.1325,0.07475,0.00339,0.05995,0.33824,0.05375,0.11914,0.25765
bm25_2024,concentration difficulty,0.02044,0.12487,0.27946,0.7,0.5125,0.175,0.02448,0.1792,0.61189,0.70107,0.54567,0.57625
bm25_2024,guilty feelings,0.01128,0.08914,0.45598,0.6,0.53,0.34,0.01505,0.13297,0.85268,0.57273,0.53662,0.76686
bm25_2024,pessimism,0.01829,0.1197,0.3,0.65,0.4925,0.17625,0.02213,0.16773,0.60014,0.64109,0.51502,0.55836
bm25_2024,sadness,0.02137,0.15373,0.39051,0.95,0.79,0.2845,0.02149,0.17873,0.64367,0.96674,0.81715,0.64965
bm25_2024,suicidal thoughts or wishes,0.02366,0.18797,0.48885,0.975,0.83,0.25275,0.02379,0.20255,0.61687,0.98264,0.86218,0.66053
bm25_2024,changes in appetite,0.01128,0.07044,0.18953,0.51429,0.44286,0.159,0.01541,0.13267,0.47626,0.55399,0.45704,0.45977
bm25_2024,loss of interest,0.01925,0.11986,0.29867,0.5,0.425,0.169,0.02372,0.20176,0.80197,0.58899,0.46552,0.68475
bm25_2024,indecisiveness,0.01299,0.09426,0.38303,0.55,0.4975,0.24875,0.01787,0.16169,0.8083,0.58459,0.51679,0.72511
bm25_2024,loss of energy,0.02257,0.21576,0.51989,0.675,0.72,0.21225,0.02781,0.29659,0.87444,0.67875,0.71151,0.80324
bm25_2024,self-criticalness,0.01771,0.10535,0.29493,0.575,0.4,0.1655,0.02048,0.14245,0.58967,0.59706,0.44427,0.5466
bm25_2024,agitation,0.00989,0.03434,0.08575,0.45,0.2875,0.1275,0.01126,0.07191,0.31895,0.57955,0.3451,0.32038
bm25_2024,past failure,0.01647,0.14186,0.31187,0.5,0.5325,0.16475,0.01855,0.19755,0.61093,0.51264,0.52725,0.56557
bm25_2024,crying,0.0151,0.06015,0.27224,0.725,0.395,0.3255,0.01674,0.09122,0.75173,0.77244,0.45594,0.65978
bm25_2024,changes in sleeping pattern,0.00694,0.05275,0.22424,0.41429,0.40143,0.261,0.01135,0.10998,0.71507,0.40103,0.40359,0.60383
bm25_2024,self-dislike,0.0146,0.07582,0.25005,0.625,0.4525,0.2605,0.01623,0.11753,0.67662,0.67246,0.49702,0.60229
bm25_2024,loss of interest in sex,0.01227,0.0824,0.29443,0.65,0.4675,0.23625,0.02138,0.15378,0.77714,0.55324,0.4736,0.67096
bm25_2024,irritability,0.01108,0.04705,0.16607,0.475,0.3575,0.1705,0.01559,0.1173,0.55947,0.52608,0.36948,0.49557
bm25_2024,punishment feelings,0.02289,0.30703,0.57023,0.475,0.6925,0.154,0.02932,0.42747,0.95062,0.46777,0.67144,0.83563
bm25_2024,worthlessness,0.01597,0.19214,0.53477,0.5,0.645,0.182,0.01942,0.2503,0.70633,0.50944,0.61507,0.66675
bm25_2024,loss of pleasure,0.03573,0.20815,0.42346,0.825,0.5775,0.1665,0.04209,0.29464,0.84949,0.81242,0.61413,0.76497
bm25_2024,tiredness or fatigue,0.01129,0.04415,0.17317,0.5,0.295,0.20475,0.01458,0.08601,0.59694,0.50791,0.33721,0.51505
ance_2024,concentration difficulty,0.03497,0.3042,0.77162,1.0,0.9125,0.268,0.03497,0.31906,0.93706,1.0,0.92662,0.91834
ance_2024,guilty feelings,0.02508,0.23777,0.80466,1.0,0.95,0.37825,0.02508,0.23822,0.94859,1.0,0.96317,0.93456
ance_2024,pessimism,0.026,0.21641,0.50415,0.825,0.7275,0.22275,0.02809,0.24769,0.7584,0.83517,0.75026,0.73384
ance_2024,sadness,0.02262,0.20551,0.7129,1.0,0.9375,0.38175,0.02262,0.2121,0.86369,1.0,0.94878,0.86428
ance_2024,suicidal thoughts or wishes,0.02359,0.20825,0.7677,0.975,0.9125,0.38075,0.0238,0.22269,0.92923,0.98166,0.92262,0.91404
ance_2024,changes in appetite,0.02558,0.23738,0.62784,0.9,0.86571,0.29214,0.02696,0.25931,0.87503,0.91467,0.88061,0.84975
ance_2024,loss of interest,0.03745,0.28477,0.52259,0.85,0.725,0.18175,0.04034,0.34409,0.8625,0.87237,0.75095,0.80602
ance_2024,indecisiveness,0.02903,0.16538,0.42408,0.925,0.6475,0.229,0.03005,0.21044,0.74423,0.93679,0.69465,0.71403
ance_2024,loss of energy,0.04119,0.3683,0.69986,1.0,0.9275,0.21875,0.04119,0.38207,0.90115,1.0,0.94033,0.88344
ance_2024,self-criticalness,0.02787,0.25352,0.59131,0.8,0.785,0.248,0.0285,0.27966,0.88343,0.82336,0.79571,0.82844
ance_2024,agitation,0.02418,0.11497,0.21073,0.975,0.565,0.18225,0.02439,0.14133,0.45589,0.98166,0.64078,0.47525
ance_2024,past failure,0.02739,0.25557,0.61106,0.8,0.7975,0.2345,0.02966,0.2957,0.86932,0.82703,0.80628,0.83313
ance_2024,crying,0.02309,0.18874,0.76703,1.0,0.8825,0.4085,0.02309,0.20381,0.94342,1.0,0.90008,0.92284
ance_2024,changes in sleeping pattern,0.01754,0.14453,0.54818,0.74286,0.71143,0.33614,0.02035,0.19491,0.92094,0.7621,0.71769,0.84859
ance_2024,self-dislike,0.02349,0.15637,0.45993,0.95,0.69,0.281,0.02468,0.17922,0.72987,0.92907,0.73194,0.70989
ance_2024,loss of interest in sex,0.03289,0.23502,0.61368,1.0,0.7975,0.2795,0.03289,0.26234,0.91941,1.0,0.83268,0.87464
ance_2024,irritability,0.03281,0.28692,0.67375,1.0,0.915,0.27475,0.03281,0.30024,0.90157,1.0,0.9301,0.87948
ance_2024,punishment feelings,0.05612,0.46903,0.69561,0.925,0.84,0.15,0.0571,0.51852,0.92593,0.9447,0.86247,0.89172
ance_2024,worthlessness,0.03384,0.31139,0.76701,0.9,0.85,0.24175,0.03492,0.32983,0.93795,0.91873,0.86198,0.90753
ance_2024,loss of pleasure,0.04974,0.39662,0.69992,0.975,0.83,0.185,0.04974,0.42347,0.94388,0.98409,0.8642,0.90687
ance_2024,tiredness or fatigue,0.02915,0.22922,0.63278,1.0,0.8625,0.3045,0.02915,0.25146,0.88776,1.0,0.88277,0.86113
ance,concentration difficulty,0.05831,0.37341,0.49488,0.875,0.61,0.11425,0.06206,0.43262,0.81028,0.87857,0.66936,0.76608
ance,guilty feelings,0.06116,0.40106,0.53468,0.9,0.665,0.12,0.06304,0.46582,0.84061,0.92711,0.72484,0.80359
ance,pessimism,0.01806,0.12307,0.26377,0.675,0.54,0.18425,0.02077,0.16615,0.56692,0.70799,0.57776,0.54681
ance,sadness,0.01866,0.16748,0.39886,0.775,0.6875,0.22075,0.02439,0.21637,0.69475,0.72871,0.70157,0.67373
ance,suicidal thoughts or wishes,0.02571,0.21958,0.56098,0.925,0.8525,0.277,0.02652,0.24444,0.79427,0.94159,0.87038,0.78738
ance,changes in appetite,0.02223,0.17524,0.36101,0.65714,0.57571,0.164,0.02935,0.25715,0.73255,0.66976,0.60294,0.68004
ance,loss of interest,0.02808,0.10408,0.17379,0.575,0.295,0.09375,0.0343,0.17598,0.55911,0.59119,0.35205,0.49222
ance,indecisiveness,0.03961,0.12664,0.16848,0.625,0.2875,0.07125,0.04445,0.20453,0.50643,0.6933,0.36143,0.46889
ance,loss of energy,0.04637,0.27576,0.42879,0.95,0.665,0.14525,0.04663,0.32639,0.7129,0.96674,0.72307,0.70526
ance,self-criticalness,0.02705,0.10548,0.19278,0.6,0.3375,0.10975,0.03448,0.19397,0.63075,0.60647,0.38551,0.54436
ance,agitation,0.0406,0.09416,0.13764,0.7,0.2575,0.069,0.04551,0.16743,0.44874,0.75473,0.33635,0.42963
ance,past failure,0.02502,0.1684,0.30013,0.825,0.64,0.16925,0.0275,0.21333,0.56417,0.82025,0.67645,0.56813
ance,crying,0.0296,0.2838,0.73315,0.95,0.9375,0.2895,0.02969,0.29297,0.90469,0.96674,0.94769,0.89302
ance,changes in sleeping pattern,0.02428,0.18536,0.55953,0.88571,0.76286,0.30371,0.02531,0.21796,0.86776,0.90072,0.79106,0.82842
ance,self-dislike,0.01906,0.13033,0.25642,0.6,0.5375,0.16775,0.02085,0.1867,0.58283,0.66589,0.56475,0.55274
ance,loss of interest in sex,0.04758,0.22984,0.41136,0.8,0.5425,0.135,0.05072,0.34384,0.85572,0.83623,0.58837,0.76629
ance,irritability,0.06462,0.27609,0.41711,1.0,0.5375,0.12275,0.06462,0.34731,0.79318,1.0,0.61742,0.74497
ance,punishment feelings,0.09846,0.20757,0.23656,0.625,0.1875,0.03675,0.125,0.375,0.735,0.65168,0.42911,0.59321
ance,worthlessness,0.0566,0.31009,0.43596,0.875,0.53,0.117,0.06076,0.36806,0.8125,0.858,0.59513,0.74039
ance,loss of pleasure,0.04908,0.28584,0.43521,1.0,0.6825,0.14625,0.04908,0.33496,0.71774,1.0,0.73812,0.71002
ance,tiredness or fatigue,0.02356,0.13622,0.30397,0.625,0.5125,0.16075,0.02828,0.2319,0.72738,0.68994,0.5443,0.65921
